epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1018.38,1.05425,0.57445,1.08678,0.95061,0.93395,0.97179,0.71305,1.03077,0.38044,1.03593,0.000848969,0.000848969,0.000848969
43,1043.58,1.07243,0.58151,1.09654,0.94259,0.92216,0.9643,0.69584,1.04849,0.41756,1.04012,0.000834822,0.000834822,0.000834822
44,1067.99,1.04392,0.57744,1.08032,0.93588,0.9452,0.97158,0.70973,1.03603,0.39616,1.02994,0.000820675,0.000820675,0.000820675
45,1091.52,1.04537,0.57342,1.0824,0.94483,0.94587,0.97301,0.71369,1.0408,0.38568,1.03834,0.000806528,0.000806528,0.000806528
46,1115.56,1.04771,0.56287,1.08593,0.93819,0.94098,0.9718,0.71705,1.01737,0.39523,1.02802,0.00079238,0.00079238,0.00079238
47,1139.68,1.04207,0.54118,1.07537,0.9625,0.93227,0.9749,0.72476,1.01318,0.38039,1.02334,0.000778233,0.000778233,0.000778233
48,1163.7,1.01746,0.54763,1.06982,0.9538,0.93795,0.97141,0.7179,1.01039,0.38851,1.02192,0.000764086,0.000764086,0.000764086
49,1188.05,1.01159,0.55204,1.06866,0.96197,0.94128,0.97487,0.71911,1.02132,0.37463,1.02424,0.000749939,0.000749939,0.000749939
50,1212.56,1.01338,0.52908,1.07026,0.94316,0.93772,0.97505,0.71911,1.02728,0.3758,1.02592,0.000735792,0.000735792,0.000735792
51,1236.57,1.02641,0.53272,1.06996,0.96511,0.92729,0.97397,0.71664,1.03065,0.37663,1.02855,0.000721645,0.000721645,0.000721645
52,1260.16,1.01098,0.53572,1.06685,0.95639,0.9318,0.9745,0.71504,1.03917,0.38281,1.02587,0.000707498,0.000707498,0.000707498
53,1284.19,0.99474,0.51179,1.0623,0.95903,0.94767,0.97746,0.72762,1.01239,0.37153,1.02232,0.000693351,0.000693351,0.000693351
54,1308.49,0.99869,0.51002,1.06649,0.96085,0.94317,0.97633,0.72261,1.02035,0.37161,1.01983,0.000679204,0.000679204,0.000679204
55,1332.04,0.99729,0.51452,1.05536,0.95662,0.95164,0.97842,0.71917,1.03241,0.36636,1.02826,0.000665057,0.000665057,0.000665057
56,1355.84,0.98143,0.50956,1.05245,0.96331,0.94761,0.97644,0.72536,1.0119,0.37732,1.02295,0.000650909,0.000650909,0.000650909
57,1379.74,0.98509,0.5083,1.05422,0.95722,0.94017,0.97419,0.7275,0.99795,0.36977,1.01492,0.000636762,0.000636762,0.000636762
58,1403.31,0.97206,0.50651,1.05453,0.96332,0.93889,0.97364,0.715,1.02883,0.37323,1.02808,0.000622615,0.000622615,0.000622615
59,1427.34,0.97346,0.50666,1.05544,0.95642,0.94018,0.97447,0.72814,1.02226,0.37285,1.0253,0.000608468,0.000608468,0.000608468
60,1451.32,0.96458,0.50764,1.05255,0.96044,0.9395,0.9747,0.72631,1.01766,0.37214,1.02223,0.000594321,0.000594321,0.000594321
61,1474.92,0.95509,0.5044,1.04575,0.9705,0.93874,0.97569,0.72502,1.00971,0.37971,1.02523,0.000580174,0.000580174,0.000580174
62,1498.93,0.95409,0.49184,1.05415,0.96218,0.9508,0.97952,0.73512,1.00661,0.36155,1.01934,0.000566027,0.000566027,0.000566027
63,1523.15,0.94669,0.47622,1.04323,0.96846,0.94434,0.97909,0.73264,1.00398,0.37138,1.01744,0.00055188,0.00055188,0.00055188
64,1547.04,0.94678,0.48182,1.04204,0.95873,0.94622,0.97748,0.73162,1.00085,0.35395,1.01641,0.000537733,0.000537733,0.000537733
65,1571.57,0.93427,0.46972,1.03827,0.96401,0.9493,0.97791,0.73184,1.00663,0.35604,1.0155,0.000523586,0.000523586,0.000523586
66,1596.12,0.92996,0.45962,1.03943,0.96848,0.94815,0.97685,0.73081,0.99889,0.35367,1.01253,0.000509438,0.000509438,0.000509438
67,1620.37,0.92776,0.47408,1.03606,0.96615,0.94314,0.97701,0.72866,1.00968,0.3627,1.01993,0.000495291,0.000495291,0.000495291
68,1643.94,0.92577,0.46079,1.02849,0.95063,0.9603,0.97652,0.73017,1.00754,0.36431,1.0145,0.000481144,0.000481144,0.000481144
