epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,576.907,0.3272,0.14123,0.00398,0.90516,0.87881,0.92756,0.65021,1.16621,0.65612,0.01564,0.000742625,0.000742625,0.000742625
43,590.558,0.32617,0.13329,0.00408,0.94311,0.84441,0.92008,0.64322,1.1734,0.67658,0.01562,0.00073025,0.00073025,0.00073025
44,604.171,0.30828,0.12669,0.00385,0.90845,0.8882,0.93699,0.66538,1.16012,0.6673,0.0154,0.000717875,0.000717875,0.000717875
45,617.833,0.29209,0.1177,0.00371,0.94987,0.84717,0.92749,0.65986,1.15987,0.68111,0.01548,0.0007055,0.0007055,0.0007055
46,631.447,0.29603,0.11475,0.00365,0.94378,0.84623,0.91832,0.6577,1.16936,0.69104,0.01567,0.000693125,0.000693125,0.000693125
47,645.04,0.29623,0.11873,0.00371,0.96323,0.83745,0.92618,0.66413,1.15892,0.6791,0.01557,0.00068075,0.00068075,0.00068075
48,658.699,0.27597,0.11022,0.00346,0.92326,0.88723,0.93463,0.66693,1.16668,0.698,0.01567,0.000668375,0.000668375,0.000668375
49,672.349,0.28348,0.11044,0.00362,0.94681,0.84316,0.92833,0.66664,1.15219,0.70513,0.01542,0.000656,0.000656,0.000656
50,686.044,0.25784,0.10563,0.00335,0.91804,0.87904,0.92802,0.66739,1.1632,0.70526,0.01549,0.000643625,0.000643625,0.000643625
51,699.671,0.25918,0.09899,0.00328,0.89635,0.89695,0.92676,0.65873,1.16055,0.68794,0.01536,0.00063125,0.00063125,0.00063125
52,713.326,0.24792,0.09786,0.00312,0.93699,0.84748,0.93379,0.6625,1.16664,0.69803,0.01549,0.000618875,0.000618875,0.000618875
53,726.928,0.2462,0.09815,0.00297,0.93099,0.86742,0.93183,0.663,1.16094,0.69249,0.01547,0.0006065,0.0006065,0.0006065
54,740.601,0.24429,0.09764,0.00298,0.93412,0.85321,0.93565,0.66247,1.15876,0.6917,0.01543,0.000594125,0.000594125,0.000594125
55,754.213,0.22422,0.09202,0.0028,0.94747,0.86491,0.93275,0.66605,1.15526,0.69502,0.01529,0.00058175,0.00058175,0.00058175
56,767.873,0.21015,0.08501,0.00261,0.90027,0.87448,0.9374,0.67316,1.1499,0.69837,0.01524,0.000569375,0.000569375,0.000569375
57,781.59,0.21718,0.08497,0.00263,0.93618,0.8684,0.93782,0.67515,1.14837,0.71918,0.01511,0.000557,0.000557,0.000557
58,795.219,0.21016,0.08324,0.00259,0.92749,0.8733,0.93796,0.67096,1.14387,0.71512,0.01515,0.000544625,0.000544625,0.000544625
59,808.886,0.19816,0.08032,0.00242,0.93303,0.87084,0.93288,0.6689,1.16504,0.70414,0.01541,0.00053225,0.00053225,0.00053225
60,822.486,0.19494,0.07834,0.00235,0.95716,0.85502,0.93606,0.67043,1.15167,0.70397,0.0153,0.000519875,0.000519875,0.000519875
61,836.184,0.19216,0.08055,0.00241,0.95879,0.85025,0.93116,0.67183,1.16224,0.69472,0.01539,0.0005075,0.0005075,0.0005075
62,849.78,0.17873,0.07181,0.00224,0.93292,0.88101,0.94053,0.67002,1.15179,0.70218,0.01522,0.000495125,0.000495125,0.000495125
63,863.369,0.18334,0.0719,0.00228,0.92435,0.87048,0.92915,0.6631,1.15889,0.71692,0.01532,0.00048275,0.00048275,0.00048275
64,877.039,0.17624,0.06902,0.00215,0.92628,0.88136,0.93392,0.66736,1.15487,0.71744,0.01537,0.000470375,0.000470375,0.000470375
65,890.648,0.16605,0.06456,0.00201,0.91666,0.87221,0.93897,0.66633,1.16461,0.71038,0.01546,0.000458,0.000458,0.000458
66,904.304,0.16074,0.06399,0.00193,0.94778,0.84652,0.92852,0.66462,1.15792,0.73327,0.01531,0.000445625,0.000445625,0.000445625
67,917.927,0.15829,0.06284,0.00187,0.8986,0.87791,0.93221,0.66706,1.1613,0.71535,0.0154,0.00043325,0.00043325,0.00043325
68,931.629,0.15284,0.061,0.00189,0.9649,0.85113,0.93717,0.67322,1.15878,0.7111,0.01537,0.000420875,0.000420875,0.000420875
69,945.266,0.14745,0.06008,0.00188,0.91688,0.88036,0.93753,0.66855,1.1614,0.72031,0.01547,0.0004085,0.0004085,0.0004085
