epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,614.554,1.06627,0.59912,1.27984,0.93923,0.91528,0.95563,0.66807,1.11461,0.49749,1.33082,0.000742625,0.000742625,0.000742625
43,629.288,1.05302,0.58143,1.27423,0.95218,0.93906,0.95998,0.67862,1.0615,0.49076,1.28558,0.00073025,0.00073025,0.00073025
44,643.912,1.03935,0.58305,1.27173,0.96329,0.91466,0.94713,0.69012,1.05764,0.53758,1.28805,0.000717875,0.000717875,0.000717875
45,658.442,1.04718,0.56949,1.2792,0.94903,0.93498,0.95761,0.6718,1.09471,0.50627,1.30178,0.0007055,0.0007055,0.0007055
46,672.99,1.03451,0.55946,1.27005,0.96461,0.89085,0.95423,0.6905,1.07597,0.56993,1.28936,0.000693125,0.000693125,0.000693125
47,687.484,1.03244,0.5554,1.27115,0.94595,0.9391,0.96587,0.68081,1.11408,0.47601,1.30711,0.00068075,0.00068075,0.00068075
48,702.069,1.0552,0.55399,1.2633,0.89529,0.93204,0.95831,0.66898,1.0863,0.50471,1.28387,0.000668375,0.000668375,0.000668375
49,716.529,1.0258,0.55483,1.25985,0.93222,0.93237,0.96005,0.68534,1.05174,0.48398,1.26497,0.000656,0.000656,0.000656
50,730.937,1.0204,0.54515,1.24969,0.94908,0.91266,0.95785,0.67656,1.057,0.4835,1.28119,0.000643625,0.000643625,0.000643625
51,745.318,1.01367,0.55256,1.25839,0.9333,0.93065,0.97058,0.70279,1.0494,0.46716,1.27064,0.00063125,0.00063125,0.00063125
52,759.8,1.01612,0.54849,1.24714,0.96428,0.93254,0.96381,0.68299,1.06339,0.46803,1.27559,0.000618875,0.000618875,0.000618875
53,774.224,1.01817,0.5387,1.25629,0.94646,0.93065,0.95236,0.68214,1.06242,0.46097,1.27861,0.0006065,0.0006065,0.0006065
54,788.667,1.01343,0.54891,1.25531,0.95146,0.93124,0.95365,0.68899,1.03725,0.45765,1.25858,0.000594125,0.000594125,0.000594125
55,803.243,0.99525,0.53705,1.24624,0.94095,0.93861,0.94892,0.68098,1.06799,0.46611,1.2746,0.00058175,0.00058175,0.00058175
56,817.586,0.9972,0.52452,1.24209,0.94449,0.9251,0.95647,0.69949,1.04046,0.461,1.25668,0.000569375,0.000569375,0.000569375
57,832.091,0.98441,0.51964,1.22887,0.94582,0.92122,0.95041,0.66818,1.07463,0.47458,1.2865,0.000557,0.000557,0.000557
58,846.434,0.98143,0.53095,1.23219,0.93753,0.92999,0.95041,0.66811,1.08137,0.49115,1.28508,0.000544625,0.000544625,0.000544625
59,860.979,0.97292,0.50861,1.2339,0.94424,0.9277,0.95431,0.67493,1.05933,0.46581,1.27185,0.00053225,0.00053225,0.00053225
60,875.289,0.97457,0.52345,1.2285,0.94283,0.9453,0.9557,0.67951,1.07071,0.4639,1.26712,0.000519875,0.000519875,0.000519875
61,889.902,0.97331,0.51389,1.22872,0.95656,0.90857,0.95248,0.6894,1.04931,0.46537,1.26466,0.0005075,0.0005075,0.0005075
62,904.474,0.96471,0.49921,1.21906,0.93785,0.94296,0.95833,0.70209,1.03277,0.44999,1.25741,0.000495125,0.000495125,0.000495125
63,918.966,0.96587,0.50317,1.21669,0.94426,0.92817,0.95637,0.69677,1.03187,0.45466,1.24734,0.00048275,0.00048275,0.00048275
64,933.623,0.95939,0.50477,1.20828,0.93345,0.9398,0.95509,0.685,1.04066,0.45454,1.2621,0.000470375,0.000470375,0.000470375
65,948.186,0.96467,0.49298,1.21524,0.94314,0.935,0.96104,0.6924,1.05238,0.44802,1.27187,0.000458,0.000458,0.000458
66,962.708,0.94317,0.49087,1.21037,0.95461,0.92597,0.95315,0.6943,1.06335,0.46337,1.2702,0.000445625,0.000445625,0.000445625
67,977.236,0.94844,0.47959,1.21133,0.94681,0.93154,0.95642,0.6986,1.03395,0.44663,1.26955,0.00043325,0.00043325,0.00043325
68,991.709,0.95374,0.49403,1.20947,0.94792,0.9434,0.95844,0.69546,1.03218,0.4388,1.25645,0.000420875,0.000420875,0.000420875
69,1006.38,0.95369,0.49409,1.20744,0.9433,0.94455,0.95629,0.69447,1.04331,0.44298,1.27361,0.0004085,0.0004085,0.0004085
70,1020.84,0.93657,0.47931,1.19351,0.95398,0.94813,0.95984,0.69254,1.04811,0.43189,1.25878,0.000396125,0.000396125,0.000396125
71,1035.37,0.93011,0.48073,1.19827,0.94861,0.94,0.95694,0.6847,1.05715,0.44072,1.2681,0.00038375,0.00038375,0.00038375
72,1049.88,0.91809,0.46699,1.19333,0.95988,0.9438,0.96406,0.6943,1.04715,0.43206,1.27507,0.000371375,0.000371375,0.000371375
73,1064.5,0.91067,0.47104,1.18191,0.94419,0.96263,0.96339,0.71316,1.03213,0.44713,1.24892,0.000359,0.000359,0.000359
74,1079.07,0.91177,0.4791,1.18971,0.94423,0.95276,0.96194,0.70043,1.0462,0.43441,1.26336,0.000346625,0.000346625,0.000346625
75,1093.63,0.92362,0.47205,1.20228,0.94423,0.95397,0.96384,0.69266,1.04898,0.43246,1.26445,0.00033425,0.00033425,0.00033425
76,1108.14,0.9113,0.46899,1.1831,0.95286,0.9384,0.95731,0.69987,1.03925,0.43471,1.25501,0.000321875,0.000321875,0.000321875
77,1122.59,0.91284,0.46558,1.18861,0.95721,0.94267,0.96007,0.69937,1.03981,0.43269,1.26491,0.0003095,0.0003095,0.0003095
78,1137.16,0.91387,0.46445,1.18349,0.94042,0.94928,0.96016,0.69593,1.04781,0.43572,1.26778,0.000297125,0.000297125,0.000297125
79,1151.6,0.9001,0.45437,1.1762,0.9538,0.94869,0.964,0.69903,1.04332,0.42129,1.26758,0.00028475,0.00028475,0.00028475
80,1166.26,0.88672,0.45602,1.17615,0.94822,0.9269,0.95902,0.70091,1.03128,0.43425,1.27041,0.000272375,0.000272375,0.000272375
81,1180.74,0.89985,0.446,1.17535,0.95347,0.93547,0.95982,0.69532,1.04273,0.4269,1.27527,0.00026,0.00026,0.00026
82,1195.18,0.87431,0.43229,1.17128,0.93236,0.94814,0.96242,0.70732,1.04889,0.42928,1.26421,0.000247625,0.000247625,0.000247625
83,1209.76,0.88352,0.44625,1.17906,0.96418,0.92429,0.96298,0.70056,1.04645,0.42775,1.27529,0.00023525,0.00023525,0.00023525
84,1224.24,0.86829,0.43051,1.16551,0.9651,0.93524,0.96669,0.69804,1.0545,0.42527,1.27964,0.000222875,0.000222875,0.000222875
85,1238.86,0.85217,0.43449,1.161,0.96812,0.93382,0.96433,0.69694,1.05768,0.43059,1.2784,0.0002105,0.0002105,0.0002105
86,1253.38,0.8644,0.43563,1.15571,0.9358,0.94129,0.96068,0.69646,1.04268,0.43221,1.259,0.000198125,0.000198125,0.000198125
87,1268,0.88234,0.43984,1.17318,0.95384,0.93468,0.96096,0.70372,1.04138,0.43853,1.25658,0.00018575,0.00018575,0.00018575
88,1282.46,0.85273,0.4365,1.16241,0.93284,0.94559,0.95982,0.71082,1.0261,0.431,1.25958,0.000173375,0.000173375,0.000173375
89,1301.55,0.84607,0.42885,1.15288,0.93279,0.94949,0.96484,0.70115,1.03214,0.41893,1.2596,0.000161,0.000161,0.000161
90,1322.56,0.84852,0.42478,1.15151,0.95461,0.93502,0.96189,0.69687,1.04773,0.42619,1.27713,0.000148625,0.000148625,0.000148625
91,1374.84,0.79177,0.34579,1.1164,0.94046,0.95152,0.96123,0.69488,1.0402,0.42783,1.27397,0.00013625,0.00013625,0.00013625
92,1395.73,0.769,0.33184,1.10195,0.94962,0.92221,0.95796,0.69622,1.04261,0.43332,1.2705,0.000123875,0.000123875,0.000123875
93,1416.49,0.76448,0.32514,1.09316,0.96407,0.93126,0.96213,0.69468,1.04057,0.43306,1.26736,0.0001115,0.0001115,0.0001115
94,1437.29,0.7578,0.32373,1.09133,0.94843,0.94002,0.96148,0.70017,1.03339,0.42046,1.25589,9.9125e-05,9.9125e-05,9.9125e-05
95,1458.01,0.74382,0.31919,1.0915,0.95717,0.94039,0.96073,0.70695,1.02827,0.4224,1.26331,8.675e-05,8.675e-05,8.675e-05
96,1478.58,0.75116,0.32004,1.0862,0.94836,0.9438,0.9583,0.70844,1.02632,0.41901,1.26097,7.4375e-05,7.4375e-05,7.4375e-05
97,1499.46,0.73709,0.31717,1.07939,0.94402,0.94831,0.9594,0.70809,1.03393,0.42458,1.26605,6.2e-05,6.2e-05,6.2e-05
98,1520.12,0.73233,0.31265,1.08106,0.94966,0.94903,0.95732,0.70626,1.0266,0.42367,1.26547,4.9625e-05,4.9625e-05,4.9625e-05
99,1541.01,0.73394,0.31091,1.07824,0.95628,0.93995,0.96031,0.70929,1.026,0.41543,1.26605,3.725e-05,3.725e-05,3.725e-05
100,1561.61,0.72957,0.30943,1.06506,0.948,0.94806,0.95961,0.71146,1.02734,0.41341,1.26777,2.4875e-05,2.4875e-05,2.4875e-05
