               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  55,            0.032972,            0.013386,           0.0034944,             0.93656,             0.91687,             0.96309,             0.61641,            0.025761,           0.0064663,           0.0014404,            0.004654,            0.004654,            0.004654
                  56,            0.032989,            0.013429,           0.0034929,             0.94606,             0.92991,             0.96409,             0.62419,            0.025144,           0.0063341,           0.0015977,            0.004555,            0.004555,            0.004555
                  57,            0.033166,            0.012942,           0.0034476,             0.93395,             0.92529,              0.9636,             0.62131,            0.025221,           0.0063562,           0.0014762,            0.004456,            0.004456,            0.004456
                  58,            0.033254,            0.013147,           0.0033451,              0.9402,             0.93588,             0.96461,              0.6223,            0.024994,           0.0063819,           0.0014102,            0.004357,            0.004357,            0.004357
                  59,            0.032291,            0.013059,           0.0033589,             0.93602,             0.92996,              0.9641,             0.62243,            0.025498,           0.0063707,           0.0016809,            0.004258,            0.004258,            0.004258
                  60,             0.03216,            0.013042,            0.002918,             0.94122,              0.9334,              0.9628,             0.61964,            0.024965,           0.0062455,            0.001516,            0.004159,            0.004159,            0.004159
                  61,            0.032534,            0.013113,           0.0032359,               0.949,             0.92499,             0.96359,             0.62425,            0.024883,           0.0063757,           0.0013629,             0.00406,             0.00406,             0.00406
                  62,            0.032179,            0.013127,           0.0031717,             0.95067,             0.93536,             0.96647,             0.63267,            0.024538,           0.0061919,           0.0012576,            0.003961,            0.003961,            0.003961
                  63,             0.03219,            0.012914,           0.0032321,               0.953,             0.92948,             0.96669,             0.63378,            0.024373,           0.0062296,            0.001606,            0.003862,            0.003862,            0.003862
                  64,             0.03221,            0.012546,           0.0029357,             0.96193,             0.92648,             0.96592,             0.63075,            0.024465,           0.0061895,           0.0014347,            0.003763,            0.003763,            0.003763
                  65,             0.03196,            0.012693,           0.0030102,             0.94417,             0.94275,             0.96868,             0.63836,            0.024745,            0.006129,           0.0013312,            0.003664,            0.003664,            0.003664
                  66,            0.031676,            0.012709,           0.0029377,             0.94364,             0.94454,             0.96493,             0.63288,            0.024816,           0.0060924,           0.0013569,            0.003565,            0.003565,            0.003565
                  67,            0.032045,            0.012693,           0.0030753,             0.94474,             0.93855,             0.96795,             0.63132,            0.024745,           0.0061344,           0.0012655,            0.003466,            0.003466,            0.003466
                  68,            0.031521,            0.012765,           0.0029159,             0.93885,             0.93876,             0.96411,             0.63682,            0.025046,           0.0061806,           0.0021369,            0.003367,            0.003367,            0.003367
                  69,             0.03127,             0.01276,           0.0029054,             0.94112,             0.94703,             0.97003,             0.63976,            0.024334,            0.006065,           0.0011335,            0.003268,            0.003268,            0.003268
                  70,            0.031472,            0.012599,           0.0027183,             0.95616,             0.93523,             0.96771,             0.63731,            0.024528,           0.0061135,           0.0011668,            0.003169,            0.003169,            0.003169
                  71,            0.030906,            0.012543,           0.0028477,             0.94972,             0.94733,             0.97021,             0.64348,             0.02397,           0.0060036,           0.0011848,             0.00307,             0.00307,             0.00307
                  72,            0.030461,            0.012226,           0.0026023,              0.9508,             0.94173,             0.96781,             0.64563,            0.024229,           0.0060338,           0.0011899,            0.002971,            0.002971,            0.002971
                  73,            0.031055,            0.012551,           0.0027351,             0.95498,              0.9483,             0.97112,              0.6507,            0.023858,           0.0059969,            0.001317,            0.002872,            0.002872,            0.002872
                  74,            0.030955,            0.012415,           0.0026899,             0.95306,             0.94305,             0.96992,             0.64784,            0.024134,           0.0060059,           0.0013571,            0.002773,            0.002773,            0.002773
                  75,            0.031013,            0.012311,           0.0027169,             0.94788,             0.94098,              0.9681,             0.63961,            0.024157,           0.0060118,           0.0011113,            0.002674,            0.002674,            0.002674
                  76,            0.030794,            0.012567,           0.0026137,             0.94914,             0.94522,             0.96855,             0.64336,            0.024169,            0.005952,           0.0011252,            0.002575,            0.002575,            0.002575
                  77,            0.030675,              0.0122,           0.0025966,              0.9651,             0.93222,             0.96915,             0.64635,            0.023789,           0.0059781,           0.0012928,            0.002476,            0.002476,            0.002476
                  78,            0.029981,            0.012314,           0.0023031,             0.94924,             0.94782,             0.97101,             0.64548,            0.023663,           0.0059535,            0.001085,            0.002377,            0.002377,            0.002377
                  79,            0.030141,            0.012205,           0.0026528,             0.96093,             0.94133,             0.97375,             0.64932,            0.024027,           0.0059721,          0.00097428,            0.002278,            0.002278,            0.002278
                  80,             0.03062,            0.012209,           0.0027298,             0.95093,             0.94223,             0.97083,             0.64915,            0.023772,           0.0059447,           0.0011404,            0.002179,            0.002179,            0.002179
                  81,             0.02999,            0.012241,           0.0025202,             0.95555,             0.95093,             0.97199,             0.65057,            0.023582,           0.0059123,           0.0011248,             0.00208,             0.00208,             0.00208
                  82,            0.029765,            0.012344,            0.002252,             0.95634,             0.94801,             0.97035,             0.65671,            0.023505,           0.0058833,           0.0010161,            0.001981,            0.001981,            0.001981
                  83,            0.029823,            0.012448,           0.0024131,             0.95502,             0.95284,             0.97316,             0.65666,            0.023507,            0.005839,           0.0010005,            0.001882,            0.001882,            0.001882
                  84,             0.02915,            0.012033,           0.0023978,             0.95359,             0.95307,             0.97212,             0.65801,            0.023501,            0.005857,           0.0010956,            0.001783,            0.001783,            0.001783
                  85,            0.029788,            0.012118,           0.0023415,             0.95403,             0.94521,             0.97144,             0.65929,            0.023271,           0.0058452,           0.0010899,            0.001684,            0.001684,            0.001684
                  86,            0.029084,            0.011853,           0.0023953,             0.95606,             0.94431,             0.96987,             0.65703,            0.023657,           0.0058309,           0.0011298,            0.001585,            0.001585,            0.001585
                  87,            0.029637,            0.011971,           0.0020182,             0.95984,              0.9478,             0.97325,             0.65796,            0.023278,           0.0057956,           0.0011686,            0.001486,            0.001486,            0.001486
