               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.037306,            0.014616,           0.0045697,             0.92583,             0.87763,             0.94054,             0.54692,            0.027902,           0.0073708,           0.0022256,            0.006337,            0.006337,            0.006337
                  39,             0.03717,            0.014636,           0.0044288,             0.91589,             0.88776,             0.94538,              0.5584,            0.028006,           0.0072417,           0.0027455,            0.006238,            0.006238,            0.006238
                  40,            0.037113,            0.014568,           0.0045584,             0.92411,             0.89655,             0.94693,             0.55135,            0.028105,           0.0071465,           0.0020299,            0.006139,            0.006139,            0.006139
                  41,            0.037006,            0.014525,           0.0041638,             0.91533,             0.89471,             0.94899,             0.55737,            0.027902,           0.0070237,           0.0018965,             0.00604,             0.00604,             0.00604
                  42,            0.036513,            0.014177,           0.0041709,             0.93355,             0.89368,             0.94562,             0.56169,             0.02736,           0.0071598,           0.0027041,            0.005941,            0.005941,            0.005941
                  43,            0.036001,            0.014379,           0.0046424,             0.91402,             0.88041,             0.94581,             0.55347,            0.028515,           0.0071546,           0.0021073,            0.005842,            0.005842,            0.005842
                  44,            0.035856,            0.014169,           0.0042365,             0.93243,             0.88978,             0.94767,             0.55751,            0.027415,           0.0069523,           0.0021013,            0.005743,            0.005743,            0.005743
                  45,            0.035116,            0.014211,           0.0039242,             0.92866,             0.91686,             0.95454,             0.57418,            0.027458,           0.0068356,           0.0018082,            0.005644,            0.005644,            0.005644
                  46,            0.035699,            0.014046,           0.0039443,             0.92115,             0.91123,             0.95238,             0.57464,            0.027423,           0.0068389,           0.0023047,            0.005545,            0.005545,            0.005545
                  47,             0.03567,            0.013877,           0.0042761,             0.93454,             0.88684,             0.94794,             0.57776,             0.02678,           0.0069058,           0.0022273,            0.005446,            0.005446,            0.005446
                  48,            0.035085,            0.013877,            0.003846,             0.93116,             0.90435,             0.95162,             0.57701,            0.027252,           0.0068144,           0.0019454,            0.005347,            0.005347,            0.005347
                  49,            0.034832,            0.013777,           0.0033007,             0.93737,             0.89324,             0.94943,             0.57192,            0.026591,           0.0068212,           0.0022099,            0.005248,            0.005248,            0.005248
                  50,            0.034648,            0.013811,           0.0041048,             0.93516,             0.90528,             0.95142,              0.5734,            0.026988,           0.0068644,           0.0019318,            0.005149,            0.005149,            0.005149
                  51,            0.034126,            0.013665,           0.0035751,             0.90648,              0.9188,             0.94891,             0.57883,            0.026635,            0.006733,           0.0021306,             0.00505,             0.00505,             0.00505
                  52,            0.034539,            0.013765,           0.0036088,             0.91234,             0.91861,             0.95444,             0.57828,            0.026948,           0.0067321,           0.0018861,            0.004951,            0.004951,            0.004951
                  53,            0.034224,            0.013644,           0.0037233,             0.93283,             0.88394,             0.95253,             0.58415,            0.026103,           0.0066574,            0.001883,            0.004852,            0.004852,            0.004852
                  54,            0.034281,            0.013494,           0.0036593,             0.94284,             0.90228,             0.96077,             0.59649,            0.025843,           0.0065944,           0.0022304,            0.004753,            0.004753,            0.004753
                  55,            0.034076,             0.01352,           0.0034058,             0.92632,             0.92155,             0.95951,             0.59401,            0.026419,           0.0064734,            0.001879,            0.004654,            0.004654,            0.004654
                  56,            0.033896,            0.013559,           0.0035879,             0.92635,             0.91941,             0.96006,             0.60033,            0.025592,           0.0065396,           0.0021368,            0.004555,            0.004555,            0.004555
                  57,            0.033766,            0.013032,           0.0033875,             0.94069,              0.9158,             0.95959,             0.59601,             0.02555,           0.0065579,           0.0021907,            0.004456,            0.004456,            0.004456
                  58,            0.034059,            0.013192,           0.0034524,             0.93384,             0.92151,             0.95912,             0.58895,            0.025974,           0.0065164,            0.002185,            0.004357,            0.004357,            0.004357
                  59,            0.033248,            0.013293,           0.0032725,             0.93809,             0.91792,             0.95889,             0.60622,            0.026072,           0.0064511,           0.0017862,            0.004258,            0.004258,            0.004258
                  60,            0.033084,             0.01324,           0.0031675,             0.94207,             0.92782,             0.96284,             0.59948,            0.025586,           0.0064616,           0.0017508,            0.004159,            0.004159,            0.004159
                  61,            0.033176,            0.013323,           0.0032427,             0.93939,             0.91532,             0.96301,             0.60058,            0.025651,           0.0064582,           0.0018918,             0.00406,             0.00406,             0.00406
                  62,            0.032901,            0.013179,           0.0031874,             0.92027,             0.92723,             0.96007,             0.60512,             0.02579,           0.0063536,           0.0018913,            0.003961,            0.003961,            0.003961
                  63,            0.032841,            0.013082,           0.0032421,             0.94474,             0.91859,              0.9626,             0.61189,            0.025094,           0.0064187,           0.0015821,            0.003862,            0.003862,            0.003862
                  64,            0.032751,            0.012671,           0.0027144,             0.93394,             0.92286,              0.9619,             0.61187,            0.025081,           0.0063287,           0.0015136,            0.003763,            0.003763,            0.003763
                  65,            0.032786,            0.012857,           0.0032667,             0.93707,             0.92648,             0.96172,               0.611,            0.025338,           0.0063157,            0.001424,            0.003664,            0.003664,            0.003664
                  66,            0.032466,            0.012953,           0.0030864,             0.94889,             0.91651,             0.96347,             0.60875,            0.025332,            0.006312,           0.0013663,            0.003565,            0.003565,            0.003565
                  67,            0.032574,            0.012884,           0.0029306,             0.93111,             0.92696,             0.96169,             0.60701,            0.025072,           0.0063256,           0.0018377,            0.003466,            0.003466,            0.003466
                  68,            0.032273,            0.012859,           0.0030251,             0.94836,             0.92296,             0.96364,              0.6157,            0.024862,            0.006209,           0.0016002,            0.003367,            0.003367,            0.003367
                  69,            0.032142,             0.01284,           0.0029795,             0.94733,             0.93413,             0.96469,             0.60926,            0.025125,           0.0062103,           0.0013722,            0.003268,            0.003268,            0.003268
                  70,            0.032071,            0.012737,           0.0029355,             0.94996,             0.93059,             0.96327,             0.61384,            0.024774,           0.0061839,           0.0014769,            0.003169,            0.003169,            0.003169
                  71,            0.031315,            0.012685,           0.0028378,             0.94112,             0.92432,              0.9631,             0.61582,            0.024834,           0.0061679,           0.0016267,             0.00307,             0.00307,             0.00307
                  72,            0.031401,            0.012424,            0.002561,             0.94664,             0.93435,             0.96715,             0.62191,            0.024678,           0.0060878,           0.0016331,            0.002971,            0.002971,            0.002971
                  73,            0.031621,              0.0127,           0.0030359,             0.94103,             0.94424,             0.96446,             0.61712,            0.024698,           0.0061693,           0.0013365,            0.002872,            0.002872,            0.002872
                  74,            0.031681,            0.012624,           0.0029376,              0.9414,              0.9509,             0.96936,             0.61934,            0.024562,           0.0060971,           0.0013461,            0.002773,            0.002773,            0.002773
                  75,            0.031601,            0.012413,           0.0028526,             0.94913,             0.93257,             0.96762,             0.62638,             0.02452,           0.0061343,           0.0014398,            0.002674,            0.002674,            0.002674
                  76,            0.031354,            0.012633,           0.0027046,             0.94422,             0.93134,              0.9648,              0.6146,            0.024781,           0.0061208,           0.0017282,            0.002575,            0.002575,            0.002575
                  77,            0.030996,            0.012389,              0.0028,             0.94452,             0.93491,             0.96658,             0.62468,            0.024518,           0.0060184,           0.0018947,            0.002476,            0.002476,            0.002476
                  78,            0.030704,            0.012498,           0.0023196,             0.93727,             0.94474,              0.9681,             0.63089,            0.024303,           0.0060162,           0.0014396,            0.002377,            0.002377,            0.002377
                  79,            0.030532,            0.012336,           0.0026324,             0.94416,             0.93089,             0.96481,             0.61718,            0.024638,           0.0061244,           0.0015773,            0.002278,            0.002278,            0.002278
                  80,            0.031211,            0.012307,           0.0027648,             0.94406,             0.93719,             0.96786,             0.62532,            0.024402,           0.0060459,           0.0012568,            0.002179,            0.002179,            0.002179
                  81,            0.030446,            0.012366,           0.0028476,             0.93319,             0.94619,             0.96863,             0.62786,             0.02435,           0.0059832,           0.0013338,             0.00208,             0.00208,             0.00208
                  82,            0.030374,            0.012439,           0.0024365,             0.93876,             0.93932,             0.96656,             0.63055,            0.024424,           0.0059727,           0.0013775,            0.001981,            0.001981,            0.001981
                  83,            0.030292,            0.012559,             0.00244,             0.93846,             0.94661,             0.96732,              0.6322,            0.024029,           0.0059455,           0.0013398,            0.001882,            0.001882,            0.001882
                  84,            0.029747,            0.012218,           0.0025971,             0.93816,             0.94592,             0.96976,             0.63622,            0.024197,           0.0059963,           0.0013251,            0.001783,            0.001783,            0.001783
                  85,            0.030408,            0.012182,           0.0023754,             0.94315,             0.93592,             0.96657,             0.63516,            0.023976,           0.0059449,            0.001452,            0.001684,            0.001684,            0.001684
                  86,            0.029781,            0.011976,           0.0024416,             0.95363,              0.9327,             0.96869,             0.63291,            0.024246,           0.0059576,           0.0014987,            0.001585,            0.001585,            0.001585
                  87,            0.030083,            0.012026,            0.002247,             0.95122,             0.93122,             0.96864,             0.63458,            0.023969,           0.0059041,           0.0015105,            0.001486,            0.001486,            0.001486
                  88,            0.030004,            0.012157,           0.0021912,             0.94285,             0.93577,             0.96779,             0.63394,            0.023932,           0.0059246,           0.0015535,            0.001387,            0.001387,            0.001387
                  89,             0.02971,            0.011958,           0.0023506,             0.94376,             0.93841,             0.96911,             0.63356,            0.023805,            0.005901,           0.0016246,            0.001288,            0.001288,            0.001288
                  90,            0.029289,            0.011904,           0.0023872,             0.95072,             0.93306,             0.96933,             0.63445,            0.023667,           0.0059072,            0.001701,            0.001189,            0.001189,            0.001189
                  91,            0.029571,            0.011968,           0.0022445,             0.94878,             0.94254,             0.96701,             0.63994,            0.023717,           0.0058792,           0.0015021,             0.00109,             0.00109,             0.00109
                  92,            0.029061,            0.011947,           0.0024483,              0.9357,             0.94884,              0.9694,             0.63306,            0.023846,           0.0059048,            0.001565,            0.000991,            0.000991,            0.000991
                  93,            0.029224,            0.012041,           0.0022095,             0.93449,              0.9514,             0.97034,             0.63816,            0.023752,           0.0058121,           0.0016815,            0.000892,            0.000892,            0.000892
                  94,             0.02866,            0.011949,           0.0022411,             0.94573,             0.94209,             0.96726,             0.64035,             0.02376,            0.005824,           0.0015439,            0.000793,            0.000793,            0.000793
                  95,            0.029169,            0.011849,            0.002215,             0.93774,             0.94962,              0.9702,             0.63889,            0.023716,           0.0058406,           0.0017471,            0.000694,            0.000694,            0.000694
                  96,            0.028876,            0.011759,           0.0020235,             0.94767,             0.94058,              0.9723,             0.64124,            0.023701,           0.0058266,           0.0015175,            0.000595,            0.000595,            0.000595
                  97,            0.028945,            0.011948,           0.0019649,             0.94006,                0.95,             0.97015,             0.64091,            0.023681,           0.0058379,           0.0016637,            0.000496,            0.000496,            0.000496
                  98,            0.028464,            0.011657,           0.0021954,             0.95562,              0.9382,             0.96983,             0.64222,            0.023662,           0.0058212,           0.0015376,            0.000397,            0.000397,            0.000397
                  99,            0.028435,            0.011742,            0.002039,             0.94841,             0.93792,             0.96998,             0.64158,             0.02366,           0.0058109,           0.0016451,            0.000298,            0.000298,            0.000298
